0.00833162 3.8e-08 0.0553533 1.623e-06 2.1223e-05 0.0553551

0.00833162 3.8e-08 0.107471 1.514e-06 5.947e-06 0.107473

0.00833162 3.8e-08 0.163983 5.91e-06 1.2791e-05 0.163989

0.00833162 3.8e-08 0.215696 2.662e-06 1.1813e-05 0.215699

0.00833162 3.8e-08 0.279288 2.174e-06 2.7396e-05 0.279291

0.00833162 3.8e-08 0.536977 5.721e-06 2.0232e-05 0.536983

0.00833162 3.8e-08 0.831196 7.576e-06 2.6489e-05 0.831203

0.00833162 3.8e-08 1.10123 2.578e-05 6.084e-05 1.10125

0.00833162 3.8e-08 1.39354 2.8936e-05 5.3102e-05 1.39357

0.00833162 3.8e-08 1.65939 2.5744e-05 0.00010483 1.65942

0.00833162 3.8e-08 1.91149 3.3949e-05 0.000119688 1.91153

0.00833162 3.8e-08 2.18724 3.1924e-05 0.000104976 2.18727

0.00833162 3.8e-08 2.73884 4.377e-05 0.000126232 2.73889

0.00833162 3.8e-08 3.33228 5.2984e-05 0.000251334 3.33233

