0.00100525 5.1e-08 0.00230373 7.48e-07 1.735e-06 0.00230459

0.00100525 5.1e-08 0.00468062 1.37e-06 6.848e-06 0.00468224

0.00100525 5.1e-08 0.00762818 1.888e-06 1.1019e-05 0.00763032

0.00100525 5.1e-08 0.0101007 1.364e-06 7.697e-06 0.0101022

0.00100525 5.1e-08 0.0117875 1.879e-06 1.1049e-05 0.0117896

0.00100525 5.1e-08 0.0256637 3.366e-06 1.5138e-05 0.0256672

0.00100525 5.1e-08 0.0331658 5.047e-06 3.8324e-05 0.033171

0.00100525 5.1e-08 0.0474073 9.359e-06 4.7557e-05 0.0474169

0.00100525 5.1e-08 0.0537248 1.3292e-05 5.1052e-05 0.0537383

0.00100525 5.1e-08 0.0692743 3.3297e-05 6.3946e-05 0.0693079

0.00100525 5.1e-08 0.0760734 1.7407e-05 6.1652e-05 0.076091

0.00100525 5.1e-08 0.0926818 4.7145e-05 0.000169658 0.0927293

0.00100525 5.1e-08 0.114216 3.7661e-05 0.000207 0.114254

0.00100525 5.1e-08 0.143515 5.1462e-05 0.000195854 0.143566

