0.000157409 5.9e-08 4.4095e-05 2.48e-06 6.601e-06 4.6802e-05

0.000157409 5.9e-08 8.3843e-05 1.558e-06 6.204e-06 8.5838e-05

0.000157409 5.9e-08 0.000128083 1.57e-06 6.582e-06 0.000129905

0.000157409 5.9e-08 0.000164232 2.127e-06 8.101e-06 0.000166637

0.000157409 5.9e-08 0.000217295 2.724e-06 9.848e-06 0.000220219

0.000157409 5.9e-08 0.000358318 4.784e-06 2.5186e-05 0.000363365

0.000157409 5.9e-08 0.000561777 8.814e-06 3.7727e-05 0.000570813

0.000157409 5.9e-08 0.000745185 1.3054e-05 6.2943e-05 0.000758436

0.000157409 5.9e-08 0.000956992 1.6902e-05 8.3056e-05 0.000974119

0.000157409 5.9e-08 0.00109352 2.3028e-05 0.000129644 0.00111681

0.000157409 5.9e-08 0.00124438 2.7367e-05 0.000140297 0.00127198

0.000157409 5.9e-08 0.00139048 3.5928e-05 0.000168814 0.00142663

0.000157409 5.9e-08 0.00188412 4.8418e-05 0.000271067 0.00193274

0.000157409 5.9e-08 0.00231419 6.0384e-05 0.000436908 0.00237515

