0.00286499 4e-08 0.0165592 1.756e-06 4.857e-06 0.0165612

0.00286499 4e-08 0.0333649 2.234e-06 7.911e-06 0.0333674

0.00286499 4e-08 0.0511722 4.737e-06 2.81e-05 0.0511776

0.00286499 4e-08 0.0672061 4.591e-06 4.2336e-05 0.0672112

0.00286499 4e-08 0.0886537 4.508e-06 2.7548e-05 0.0886585

0.00286499 4e-08 0.168956 3.621e-06 3.6903e-05 0.16896

0.00286499 4e-08 0.252572 7.132e-06 3.529e-05 0.252579

0.00286499 4e-08 0.348822 7.991e-06 4.4133e-05 0.34883

0.00286499 4e-08 0.424587 1.2647e-05 9.3083e-05 0.4246

0.00286499 4e-08 0.500235 3.2314e-05 4.9471e-05 0.500267

0.00286499 4e-08 0.588175 3.3025e-05 7.6105e-05 0.588209

0.00286499 4e-08 0.692097 3.619e-05 7.841e-05 0.692134

0.00286499 4e-08 0.869935 4.596e-05 0.000232574 0.869981

0.00286499 4e-08 1.02734 4.9125e-05 0.000390757 1.02739

